OA_Downregulated	OA_Upregulated	Cold_Upregulated	Cold_Downregulated	Warm_Downregulated	Warm_Upregulated	Cold-OA_Upregulated	Cold-OA_Downregulated	Warm-OA_Upregualted	Warm-OA_Downregulated
O75607			Q9QYJ4	Q695T7	Q569K6			Q5DRB1	Q1KKZ3
Q2KIJ2			O55226	Q8N2E2	Q09575			Q5DRC0	Q1KKZ6
Q32NI8			C9JR72	Q6YJI5	Q05714			Q9Y5I4	Q32LC1
Q8R4I4			Q7RTR2	Q9Z1N1	Q05586			Q9P2E7	Q8MK44
Q7ZUH5			Q5RFA3	Q71MM5	A0JPF5			Q9Y5I4	Q5BJJ8
Q5ZIJ2			Q60793	Q9Z1J8	A2AV25			Q95MN7	P14381
Q28298			P06350	Q6PHK6	Q62768			Q3U507	Q7SXM7
Q15013			B0UYL8	Q1JP73	Q9WV69			Q3T004	P00940
Q7ZT47			F1QCN0	P30531	Q96LD4			Q7SVK7	P35031
P63074			Q8N3U4	Q502L2	Q7RTR2			P05696	P16049
Q5RB09			Q6ZV70	Q3T0M7	P08548			P0CJ78	Q91041
Q8IU99			A2TJ54	Q9EQM6	P10043			Q6AX57	Q91041
Q9NRZ9			Q96MB7	Q03147	P28022			Q0MQI5	B5DGI7
P14381			Q9NZJ4	Q62059	P28022			Q14839	Q5TEJ8
Q9DBM0			F1R237	P10915	Q7RTR2			Q9H4Q3	Q3BBX8
Q9I9A7			E9Q6E9	Q08DE6	B5MCY1			A7MBS7	P35033
Q7ZV84			O54689	Q5RF16	P08548			P09593	Q9TT23
P53042			P83205	P13437	P0CT40			Q9P2J2	Q3T114
P01170			P43233	P83565	P15589			Q91175	O08746
A6QLJ0			Q9NPB8	Q9Z1X9	Q90805			P56616	Q14117
Q9UPQ4			Q9Y6A2	Q6GQ62	Q7RTR2			Q80Z19	Q9CQK7
Q64008			O15315	P61258	Q7RTR2			Q80Z19	Q28D99
Q6DBT3			Q1M199	O42493	P08548			Q9D915	P40313
Q9HC38			Q922D8	Q9H777	P02506			Q7RTR2	P40313
Q5REY8			P10394	Q9Y3B3	P48542			P24587	P0C7U4
Q4R877			Q4R372	Q6ZN04	Q8WXI2			Q5SVZ6	Q66I84
Q5HZE2			P20825	P35316	Q9WVL4			P17635	O73672
Q5RB83			P28063	Q0P5A7	P02525			P54864	P22087
O00400			Q9BD50	Q3TIX9	Q8IUR6			Q8BJN4	Q5ZJN2
Q8WZ42			P04323	Q502P0	Q91998			A5X5Y0	P00375
Q9H8G2			Q6PC45	P18163	Q9CXS4			Q5VST9	Q90257
O75352			P06727	Q5E9Z7	Q4V9F0			P40757	P08551
O60573			P08635	Q9R045	O75995			Q6TEQ0	Q5ZLV2
Q8BGS2			F7DL67	A9C3P0	P56563			P02767	Q64287
Q5BJW3			Q8VIJ6	P06596	P50552			Q68G74	P49326
Q95KE5			A9Y006	Q7SZQ7	Q86YT5			Q8BHI9	Q96SL4
Q5XIH9			Q501Q9	O61267	Q96H15			Q28670	B9ENE7
P57788			O97788	Q20FD0	Q96H15			Q9UL51	Q6DGW9
Q7ZWC4			P59622	Q63945	Q9UHJ6			Q9UPW8	P41320
P81004			Q923Z4	Q9D7A6	Q9HBA0			Q9NQX4	Q5XGD7
P83871			O88819	Q6DC04	Q91431			Q6MZM0	Q9NUJ7
Q8CHP8			A1L259	Q7ZUH1	Q5TBA9			A8MY62	Q8BHK1
Q8N5M1			Q0EEE2	A4IHY1	P35917			Q8BZ39	Q08DT6
Q5XH16			P06603	Q9R099	Q8UVR8			P16390	Q9Y2A9
Q4KMD7			P06646	Q6NZI6	P28770			Q96DM1	Q3B7G7
Q5F334			A6NHR9	B0R160	Q61603			O75366	Q800I7
Q9QYJ4			Q6INX4	Q9D8F1	Q9P2E7			Q2KI97	Q923G2
O95302			Q7RTR2	Q8TBK6	P04323			O75051	P49747
Q64686			O75603	Q99020	B0BN95			Q80UG2	O35900
Q6YP21			Q7Z5L0	A9JRI0	Q9C009			Q8BSQ9	Q5XJN2
Q6DHJ3			P17036	Q6P360	A1YB07			P29401	Q8IXF9
P30122				Q86VF5	Q9MZL5			Q5R5J1	O60911
P30122				Q86VF5	Q9W6C7			Q13469	F1Q8K0
P30122				P21328	Q86WG3			Q9WUB0	Q32L67
Q9TU32				Q9DED4	P27925			Q2QLA9	P35249
Q5RFA3				P83571	P39061			Q63ZI0	Q3S8M4
Q5RFA3				P52788	P15390			Q61704	Q1LXI5
Q99170				P82916	Q9H175			P97280	P48507
Q6DH65				P30839	P27092			P97280	Q6GPY0
Q9TTC6				Q6DI37	Q9UPM6			Q5RB37	Q9UK45
P14317				O55096	Q50LG9			O75325	Q0V947
O43913				Q8C2Q3	Q13515			Q3T052	Q5RF83
P00025				P49069	O95140			Q7RTR2	Q6PUF4
P28048				Q5R548	A6QP05			Q804Q5	P45878
Q28DE0				Q96HQ2	Q56A24			Q7RTR2	Q69YL0
Q9JHP7				Q9MZ16	Q96S95			Q52KW0	P80513
Q91Y78				Q15691	Q66L44			P12027	Q3KNY0
Q08639				P42688	Q9UPW8			Q91120	Q3KNY0
Q8N6U8				Q9CR58	Q07496			Q04202	Q8JGS0
Q3ZBA6				Q9MZE0	O35274			Q14028	Q91WM2
Q8NBP5				Q9Y584	Q6UUV9			P37967	Q6GLL2
P09848				Q3ZBL5	P54864			P23654	Q9PTU6
Q8JFW4				Q6TJY3	Q9R1K5			O15943	Q8AY31
P58557				Q5ZKU4	P0CT39			Q86Y34	Q6NUD0
Q9QZW9				Q2KJI2	Q8IYA7			Q920B6	Q6DBX1
P30436				O43826	Q17R13			Q96PZ7	Q2TBR2
P10394				Q7ZUW2	Q6R2W3			Q924W6	A5PL98
Q568A0				Q9Y3B8	Q04202			P43166	Q6PH61
P28825				Q6DCP1	Q86TH1			P02522	Q9Z2Z6
Q90474				Q8IXU6	P21328			P98088	Q6IQ86
Q00688				Q9H6U8	Q9PU36			Q9H8U3	Q925U4
B0BLS0				O35280	Q9QYX7			P07224	Q9BU20
P79733				P27105	P31422			Q99PP9	Q9UBG7
Q6GLE1				Q8VEJ4	Q9Y2D0			O00268	Q6AYK5
Q6DHR8				O70594	Q16992			Q5R7X0	Q6DGZ3
Q5ZJW8				O54734	A4IFA3			Q0V9L3	Q99JI4
P04114				Q5R5Y3	G3H0N9			Q8WVH0	O57656
Q99KJ5				Q6PBV6	Q60943			Q64512	D3Z7P3
E2RE76				Q6P0F0	Q9D8N3			Q6DHV5	Q9Y6I8
Q63871				Q9VR07	O88450			B8JI71	A5GFW8
Q6DHU1				Q9CQK1	Q8BGX3			Q63184	Q9Z0V8
Q99551				Q6DGQ0	Q08999			P14381	A5GFX0
Q12874				Q9Y673	Q9ER74			Q7RTR2	Q9JK81
A9Y006				Q8BT51	Q29RY7			P37206	P14769
P61025				Q5ZJM7	O15943			P13549	B5X9L9
Q9Y6R7				Q6AY09	Q8BR07			Q8K099	Q3B7H2
Q6DH02				Q5D016	P15144			Q0ZM14	Q04913
A1L2P2				Q99KK7	Q09M05			Q5XH12	Q9JJB9
P83877				A1X158	Q9NY28			Q8R0V5	P17920
Q1KL10				Q0VC74	Q5XXA6			Q16352	Q9Z2U1
Q5R6X7				Q5RAS7	P08069			Q86UR5	Q5EA46
P23438				Q6QEF8	Q5HZI2			Q6A051	Q3SYV1
Q5TM62				Q99JX3	Q7Z401			Q96DM1	Q9Y235
Q3KQ77				Q802W2	Q91447			Q6AZB8	Q9UPQ4
O88819				Q7SZU9	Q8C5H1			P43081	Q7SY06
Q922M5				Q5F339	O55112			Q7RTR2	Q568P1
P11369				Q17QH8	P35906			Q28084	Q9V3H2
Q5RA42				P28738	Q9HC58			Q7SIB3	Q5R5C9
Q7T370				Q9BUR5	A4IFA3			Q58L93	Q9IB83
Q61473				P30664	P18845			Q95SX7	Q5R5C9
Q7SZU9				Q5ZI74	Q0P4C5			Q9I8C7	Q8JHE9
Q29RV1				Q04637	P14381			P35384	Q9CQX2
Q9Y3B6				Q9PTW9	Q6EKJ0			Q5EXX3	A1A5V7
Q6DED0				B0K019	P14381			P16065	Q8C8M1
Q9I9L7				Q922S8	Q6R5N8			Q9QYE7	P62876
				Q4R4P3	Q8CFI7			P13731	Q8C6I2
				Q92930	Q862Z2			Q6P788	P13351
				Q8IY84	P24399			Q5R4N8	Q503P2
				Q7ZVZ6	Q007T1			Q5R4N8	Q9DED5
				O89110	Q5DRB8			Q5R4N8	Q6AY25
				Q14566	Q5DRB8			P60901	Q5RAL9
				Q91628	Q5DRB6			P21329	A8C984
				Q497L9	Q5DRC0			P04323	B0BN93
				Q9PTS2	Q5DRC1			Q86UP8	F1QLY4
				Q6DHN0	Q5DRB8			Q03400	Q28480
				E2R4X3	Q5DRD3			O54782	Q9Y248
				Q32KL2	Q5DRC0			I3J7Q8	P55167
				Q96KC8	Q5DRB1			P43883	Q06S87
				Q14296	Q5DRC0			Q7RTR2	P97873
				Q08759	Q9Y5H3			Q7SY54	P13913
				A6QP15	Q5DRA3			A0EQL2	O75607
				A9UMS3	Q9Y5I4			Q8VDJ3	Q3TZI6
				Q9JMA1	Q9P2E7			A6NCF5	O35608
				Q0VC00	Q9Y5I4			Q96XY5	Q32NI8
				B0JZP3	Q9P2E7			Q9EPQ2	Q91YN9
				Q7TN05	Q9H694			P14448	Q7ZUH5
				P0DPD7	Q08CG8			P14415	Q5ZIJ2
				Q4JF29	P08983			A4IGD2	Q15013
				Q9BZW4	Q95MN7			P70691	P63074
				Q6NXE6	Q1ECW2			Q8NFZ4	A4QP75
				Q62203	O73742			Q9P225	Q9CQC9
				P36968	Q90845			P58801	Q5RB09
				O43615	Q96H15			Q91ZW9	Q8BTE0
				Q08094	O94811			O00370	P78417
				Q5M7E3	P52794			O96006	Q9BWJ5
				Q9GLD3	Q8AYR6			O95475	P09479
				Q2L6L1	Q28EM1			Q8HZJ4	P05936
				Q4ZHW1	P05696			Q071E0	P59041
				A6NI61	P0CJ78			Q5XK85	Q5RFG0
				Q5R4E2	Q6AX57			Q6DE92	Q9CX56
				Q90YH9	Q5M7Q1			A0A0R4I9Y1	Q9UPQ4
				Q08705	Q8C428			A0A0R4I9Y1	Q64008
				B5X4E0	P52186			A6NE02	Q0P5B7
				P27124	Q86WT6			Q9NP86	Q6DBT3
				F1R345	E9QAG8			P09741	Q4R877
				O88484	Q2KI09			Q5VWI1	Q5RB83
				Q01134	Q9H295			Q9PT84	O00400
				Q7ZW38	Q9DG25			Q9JMH2	Q5R6K7
				P51665	A7MBS7			Q9DBS9	Q99NF1
				A0JNG0	P34024			O08852	Q18786
				Q8BYL4	P09593			Q8N4S7	A8MUU9
				Q6NSR3	Q148G5			O35718	A8MUU9
				Q7SXN5	Q80Z19			A4IHU7	Q9H8G2
				Q8MKD5	Q80Z19			Q0EF98	Q56JX9
				Q9Y3E0	A5WUT8			Q7SZI7	Q6XQG9
				Q8CIA5	Q7RTR2			Q7SZI7	O75352
				Q9R1P0	P24587			A0A1B0GRQ0	Q8BGS2
				P24367	Q66IF1			P00774	Q8BM89
				Q504N0	F1MAD2			O88992	Q8I7P9
				Q96FN4	Q5SVZ6			P0CG20	A9UMQ3
				P24456	O70220			P79739	A8WGU8
				Q812F3	Q68F47			P20825	Q3ZBX7
				Q920A7	P54864			Q7RTR2	A8KB87
				Q9DEE9	Q8BJN4			A1YPR0	Q95KE5
				Q86UP8	A5X5Y0			Q60668	Q5XIH9
				E7EXZ6	E7F187			Q007T1	Q0IIH4
				P0C548	Q7RTR2			O88382	Q7ZWC4
				P11369	P08575			P06350	Q5ZJA3
				Q6PCU2	Q9TTC1			Q96M96	P54985
				Q7ZW00	Q6TEQ0			Q9JKS6	Q92038
				Q6UWF9	P54727			Q9HBW1	Q8JZU0
				Q0P487	Q58DX5			P24587	Q5FVN6
				Q8R034	Q5RF15			O95206	P83871
				Q7ZU29	P21328			P16951	Q62785
				Q66I61	Q99MU5			Q4SBY6	Q8CHP8
				Q1LVE8	P15208			F1QCN0	Q9D0S4
				Q6P0I8	Q28670			Q8N3U4	Q8N5M1
				Q7ZT01	Q0P483			Q6NYZ4	Q5XH16
				P97760	Q9UPW8			Q92834	Q4KMD7
				Q9GZX3	Q9NQX4			Q6ZV70	Q5F334
				O00219	Q28F43			P04323	Q502I3
				P0C6T1	P34457			Q2EMV9	O95302
				P52950	P43403			Q9N2D9	Q4VC12
				Q9D1Q1	Q8N7P7			B0S6S9	P62198
				Q6DC02	Q16875			P28022	Q6YP21
				Q8K3W2	Q9V8R9			P13813	O57594
				P49285	Q03062			Q9NZJ4	P00592
				Q92186	Q03062			P0CT40	Q9QY94
				Q9Z210	A8MY62			F1R237	Q6DHJ3
				F1RAX4	Q8BZ39			E9Q6E9	O35207
				P22129	Q91WA3			P86178	Q6DH65
				A5WWB6	P16390			Q9ULH0	P68037
				Q02241	P70402			Q71U07	Q9TTC6
				Q32P84	Q5R541			Q9BYV9	O43913
				P08548	O75366			Q6ZWR6	Q7ZXF5
				Q2TA40	Q8R0S1			P83205	Q503J2
				Q9BRR6	Q2KI97			P43233	Q5RI43
				Q8QGQ7	Q3U0L2			F6XZJ7	O95342
				O42265	Q8BSQ9			C9JTQ0	P00025
				O00443	Q66HE5			Q9Y6A2	Q1KKS8
				P82198	Q8BGN8			Q5TF21	Q90470
				C0H906	P0CM16			Q8CGM2	O75746
				P86239	Q5R5J1			Q9UGM3	Q2KIP8
				P56520	Q8R151			O08966	Q91Y78
				P62489	Q8R151			P14018	Q000K2
				P79735	Q9WUB0			Q0GNC1	O55128
				Q99315	Q674X7			Q922D8	Q8TAD2
				Q14493	Q2QLA9			P31629	Q566V9
				P13420	Q63ZI0			Q5SPC5	P38718
				Q60487	O00268			P46095	P07756
				Q6PC64	P23359			P20825	Q6DH87
				Q13151	P51556			Q3T093	Q3ZBA6
				A5YM72	O75325			Q9XSC2	Q8NBP5
				Q9UMS4	Q9BZP6			P13701	Q58DV5
				Q9CQL5	Q7RTR2			Q63273	A3KNA5
				E7F3I6	Q7RTR2			P28063	Q5XJX0
				Q6IQC7	Q6R3M4			Q8UW64	A6NK06
				P0DPI2	Q8I7P9			Q7RTR2	Q9D4G1
				P54987	Q7RTR2			Q8TGM7	Q91060
				P0DPI2	Q52KW0			O88536	Q08297
				Q29NT9	Q91120			Q8BR93	Q568A0
				Q9Y365	Q14028			O19477	Q7ZXV5
				P45592	P37967			Q24UI6	Q9D1D4
				Q6TLE4	P23654			P15822	Q00688
				Q8WXK4	Q1LW01			Q92005	Q99PS1
				O88545	Q91ZP3			Q8VIJ6	B0BLS0
				Q5I0E7	Q8BI06			Q80T79	Q28F72
				Q96J01	O15943			Q9EQR3	Q91XW8
				P97379	Q920B6			Q7TN29	Q3ZBE1
				Q90YI3	P31942			F1Q506	Q9QXK7
				Q9WU08	Q96PZ7			P05099	P79733
				Q8H1F9	Q66KU1			P36888	Q9DHU2
				Q1KKZ6	O08739			P24928	Q6GLE1
				Q8CHM7	Q924W6			Q9CW07	P57783
				O54794	Q924X7			Q6R5N8	F1QDI9
				P35816	Q4R6P1			I6XD69	Q9Z1N4
				Q9H553	P43166			P78424	P51186
				Q8MK44	P02522			A6NHR9	P04114
				Q5BJJ8	P98088			P79145	P84089
				Q15021	Q9H8U3			Q7RTR2	Q09139
				P14381	Q96LD4			Q96EP0	Q5ZKG5
				Q7SXM7	Q98UK4			Q7RTR2	P51916
				Q9NRA0	O00268			Q7RTR2	E2RE76
				P11974	Q5R7X0			P03934	Q863Y8
				P00940	Q5M872			Q8TD84	Q63871
				P33630	Q0V9L3			A2IBY8	O94761
				P35031	Q8WVH0			Q96LD4	Q12874
				Q91041	Q5R6R3			Q5DU56	P61025
				Q91041	Q5ZLG9			Q7RTR2	Q9Y6R7
				P54823	P42583			Q96LD4	Q6DH02
				Q7ZTM6	Q64512			Q8IVU1	A1L2P2
				A0A2Y9HKB5	Q6DHV5			Q8BKX6	P83877
				B5DGI7	Q9R022			Q7RTR2	Q1KL17
				Q6GQN8	B8JI71			Q91453	Q5R6X7
				O35728	P17655			Q6AZB8	P23438
				O35728	Q63184			P17036	Q5ZL42
				Q3BBX8	P14381			Q071E0	Q5TM62
				P13563	P37206				Q1RMJ7
				P35033	P13549				A3KNN3
				P18754	Q8K099				O75718
				Q32NK7	Q6B3P0				P21328
				Q3T114	Q0ZM14				P62315
				Q14117	O57525				Q922M5
				B3DIY3	Q5XH12				Q6PBK1
				Q8BX13	Q8R0V5				A3KP48
				Q8AYG3	Q9JLC4				P11369
				Q9CQK7	Q16352				O75521
				Q7ZV20	P35609				P18700
				O35261	B8JK76				Q5RA42
				Q3SZM6	Q6A051				Q9UHE8
				Q28D99	P0CT40				Q91W90
				P40313	Q6NUX8				Q7SZU9
				P40313	P13821				P61220
				P0C7U4	Q8IWR1				A4QP81
				Q66I84	Q6AZB8				Q7RTR2
				Q66I84	Q8WUF5				Q5PQN5
				O73672	Q27433				Q9Y3B6
				P56602	P43081				Q3MHK4
				P22087	Q7RTR2				P10620
				Q5ZJN2	Q9UQC2				P55779
				P00375	O35433				Q37080
				P54778	Q28084				
				Q5EA87	Q7SIB3				
				Q9Y2X8	Q9I8C7				
				B5X9P2	Q9W720				
				Q90257	P35384				
				P08551	P55344				
				Q5ZLV2	Q5EXX3				
				A4IHA1	Q03164				
				A5PMX1	Q8HXJ7				
				P38024	Q9QYE7				
				Q7SZP2	P57725				
				A5WVX0	Q98930				
				Q8K3X3	Q6P788				
				P49326	Q8CCN5				
				Q5TYQ3	Q810J8				
				Q9QXA5	A4IG42				
				Q6DGV7	Q8WZ42				
				Q6P3H4	P04323				
				Q96SL4	Q0VCM6				
				B9ENE7	P04323				
				Q6DGW9	Q86UP8				
				P41320	Q6TEQ0				
				Q91WV0	Q03400				
				Q5XGD7	O54782				
				Q9NUJ7	Q7RTR2				
				Q8BHK1	O94855				
				Q9JI44	Q9P1Z0				
				Q08DT6	A0EQL2				
				Q4R333	Q8VDJ3				
				P63219	Q5PR98				
				P11845	A6NCF5				
				Q9Y2A9	Q96XY5				
				E7EZF3	D6RIA3				
				A8VU90	Q9EPQ2				
				Q3B7G7	P14448				
				Q923G2	P14415				
				Q96K37	Q8C669				
				P49747	Q9H3P2				
				Q13415	A4IGD2				
				O35900	P70691				
				Q5XJN2	Q8NFZ4				
				P21910	Q7RTR2				
				F1Q8K0	P58801				
				Q32L67	Q91ZW9				
				Q06AT3	O00370				
				P35249	Q62420				
				Q7ZUX6	Q58DN4				
				A0A1S6M251	P31230				
				Q8R5G2	O95475				
				Q3S8M4	Q8HZJ4				
				Q9BW60	O15534				
				Q02643	Q071E0				
				Q1LXI5	Q8TD57				
				Q9CQ36	Q5XK85				
				P48507	Q5RC94				
				Q7Z1E6	U3JAG9				
				Q9NPI5	Q9NP86				
				Q6NZ07	P09741				
				Q6GPY0	Q9PT84				
				Q9UK45	Q8UVJ7				
				P36968	Q9JKD8				
				Q1ED21	Q9DBS9				
				Q0V947	O08852				
				Q5RF83	Q6B8I1				
				Q6PUF4	A4IHU7				
				Q7SXP0	Q7T346				
				A0JMK9	Q7SZI7				
				P45878	Q7SZI7				
				Q69YL0	A0A1B0GRQ0				
				P08582	Q5MNZ9				
				Q96BX8	Q99PT9				
				Q03062	P00774				
				Q2TBX0	Q9QYJ4				
				P80513	O88992				
				O95238	P10978				
				Q8JGS0	Q8I7P9				
				Q91WM2	P0CG20				
				P63164	O95789				
				Q99MQ4	P14381				
				Q6GLL2	P52623				
				Q00526	Q8R4F1				
				Q91727	Q16589				
				B5X5B4	A0JMA9				
				Q9PTU6	P20825				
				Q8AY31	Q7RTR2				
				Q7SXW4	Q9Z2F7				
				Q6NUD0	P27105				
				P84104	Q9MZS1				
				Q6DBX1	A1YPR0				
				Q6PC19	Q8R4K8				
				Q5T2N8	Q60668				
				Q2TBR2	O42184				
				Q9Z2Z6	A2CEA7				
				Q925U4	Q9D700				
				Q28F51	Q007T1				
				O35632	O88382				
				Q803I2	P06350				
				Q9UJX0	Q6GM86				
				Q96ER9	Q7RTR2				
				Q9UBG7	Q9JKS6				
				Q3ZCC9	Q9HBW1				
				Q9H490	A1A4K8				
				Q6DIH3	Q9IA88				
				P62311	Q95LH1				
				A4K2V0	O95206				
				P50583	O95206				
				Q6AYK5	P58682				
				Q6DGZ3	P16951				
				Q99JI4	Q8WXR4				
				A8E7D3	E9QIN8				
				O57656	Q4SBY6				
				Q9Y6I8	F1QCN0				
				A5GFX0	Q8N3U4				
				Q4SS66	Q6NYZ4				
				Q61990	Q56UN5				
				Q9JK81	Q6ZV70				
				Q6AXX4	Q460N5				
				B5X9L9	Q2EMV9				
				Q3B7H2	Q64359				
				O75795	Q61527				
				Q6NRV0	Q9N2D9				
				P11387	Q6P3R8				
				Q5RFB6	Q6P698				
				Q9JJB9	Q90YT7				
				P17920	B0S6S9				
				Q9Z2U1	P10043				
				Q5RBM1	P10043				
				Q03237	P10043				
				Q5E965	P28022				
				Q5EA46	Q7Z7G0				
				Q3SYV1	Q9UKT7				
				A1IGX5	P79945				
				Q9UPQ4	P48746				
				O94788	Q2EMV9				
				Q7SY06	Q460N5				
				Q568P1	P09593				
				Q6GNY8	P13813				
				Q9V3H2	Q9NZJ4				
				P57784	P0CT40				
				P25093	E9Q6E9				
				A1L243	O54689				
				Q6P3H7	P86178				
				Q5R5C9	Q9ULH0				
				Q9NRK6	Q9BYV9				
				Q9IB83	Q62130				
				Q5R5C9	Q6ZWR6				
				Q8JHE9	O57521				
				Q5ZJN4	P83205				
				Q9CQX2	P43233				
				P79398	Q497V6				
				A1A5V7	C9JTQ0				
				Q8C8M1	B0JZV4				
				P62876	Q5RGU1				
				Q8C6I2	Q8CGM2				
				Q8NI77	Q8K1S5				
				Q5W0B1	A7E2I7				
				P13351	O08966				
				Q503P2	P14018				
				P21328	Q9UBI9				
				Q15650	G3V7L1				
				Q6AY25	Q7Z6R9				
				Q5R9C7	Q29RL1				
				Q7SZP9	P31629				
				Q5RAL9	Q5SPC5				
				Q8TEZ7	P10394				
				B0BN93	P46095				
				Q28480	Q4R372				
				O70378	P20825				
				P55167	Q3T093				
				P13913	P13701				
				Q6ZMP0	P28063				
				Q6PH19	Q8UW64				
				Q0P4A6	P18127				
				Q7T3C6	Q7RTR2				
				Q3MI03	Q8TGM7				
				Q9D9M5	O88536				
				Q9NTM9	P04146				
				O75607	Q8BR93				
				Q2KIJ2	Q9BD50				
				Q8BH95	O19477				
				Q3TZI6	Q24UI6				
				Q28J34	Q14511				
				P55262	P15822				
				Q96LT4	Q92005				
				Q32NI8	Q8VIJ6				
				P97494	Q50L44				
				O89044	Q80T79				
				Q13395	Q3UHD1				
				Q8R4I4	Q9EQR3				
				Q7ZUH5	F1QUP1				
				Q5ZIJ2	F1Q506				
				Q28298	Q8BG60				
				Q15013	Q96IG2				
				Q5R8R5	P05099				
				Q28ES4	P59622				
				Q7ZT47	P55344				
				Q7LHG5	P14381				
				P63074	P36888				
				A4QP75	P0C862				
				Q5RB09	P24928				
				P78417	Q6R5N8				
				Q9NRZ9	P78424				
				A4IFA3	A6NHR9				
				Q5R8Z6	Q6INX4				
				Q9Y2X8	P79145				
				Q9BWJ5	Q8TEW0				
				P11708	Q7RTR2				
				Q6PBR7	Q7RTR2				
				Q9DBM0	Q7RTR2				
				Q91240	Q96EP0				
				P47844	Q02556				
				I0IUP3	P11246				
				P09479	Q922H2				
				O75431	Q8TD84				
				P21329	A2IBY8				
				Q29R99	Q7RTR2				
				Q6DEL2	Q96LD4				
				Q2KIR1	Q7RTR2				
				Q5RFG0	Q96LD4				
				Q9CX56	Q8IVU1				
				P53042	Q8BKX6				
				F1LQ48	Q7RTR2				
				A6QLJ0	Q91453				
				Q9UPQ4	Q6AZB8				
				Q64008	P17036				
				Q0P5B7	Q071E0				
				Q6DBT3					
				Q9HC38					
				Q4R877					
				Q5HZE2					
				P97299					
				Q6NV04					
				Q969Z4					
				Q6DC64					
				Q5RB83					
				Q5RA96					
				O00400					
				Q6TJY3					
				Q6NYY9					
				Q5RF14					
				Q5XI69					
				Q8BM72					
				Q99NF1					
				Q5ZL57					
				P22907					
				Q9D826					
				Q5R664					
				Q9WTW3					
				Q18786					
				O43826					
				Q9PUK8					
				A8MUU9					
				A8MUU9					
				Q9H8G2					
				Q6ZTZ1					
				A1A5V9					
				Q29I63					
				Q6XQG9					
				O75352					
				P28072					
				O60573					
				Q8BGS2					
				P21399					
				Q64LC9					
				Q64LC9					
				Q501S4					
				Q8K3F3					
				Q6NWH0					
				Q8BWJ3					
				Q7SXA9					
				A4IHB9					
				Q2YDH1					
				Q8I7P9					
				Q5BJW3					
				A9UMQ3					
				B0F9W3					
				A8WGU8					
				Q8WSF1					
				Q5RFD3					
				Q503M4					
				A8KB87					
				Q95KE5					
				Q9YGY3					
				Q5XIH9					
				P33947					
				Q8JIT5					
				Q6DHP6					
				P57788					
				Q9P0M9					
				Q5NVA9					
				P84082					
				Q7ZWC4					
				Q9H5J4					
				Q8IV36					
				P81004					
				P54985					
				Q92038					
				P54001					
				Q8JZU0					
				Q5FVN6					
				P83871					
				Q62785					
				Q8CHP8					
				Q9D0S4					
				Q8N5M1					
				Q5XH16					
				Q4KMD7					
				Q9NPB1					
				Q8BWY7					
				Q5R5J7					
				Q5F334					
				Q91XF0					
				Q5BJB7					
				O96006					
				C9JR72					
				Q502I3					
				O95302					
				Q4VC12					
				A1L2K1					
				O70311					
				P62198					
				Q6YP21					
				O57594					
				A4FUZ6					
				Q9H1X3					
				O43396					
				P61794					
				Q32LL2					
				Q8TEQ8					
				P00592					
				Q498M4					
				Q9QY94					
				Q6DHJ3					
				Q9TU32					
				Q9DCA5					
				Q99170					
				Q96BP3					
				Q7SYD5					
				O35207					
				Q6DH65					
				P49020					
				P68037					
				Q6PHK6					
				Q9TTC6					
				O43913					
				Q7ZXF5					
				Q5E959					
				P61212					
				Q5RI43					
				P50579					
				Q6P158					
				P21328					
				Q5ZKI6					
				O95342					
				Q8NB91					
				Q96DX5					
				Q5R5Y2					
				Q7TQ95					
				P28048					
				Q61753					
				A2AR02					
				Q28DE0					
				Q2KIP8					
				Q6PHG2					
				Q91Y78					
				Q13042					
				Q4WP13					
				Q6NSN2					
				O55128					
				Q8TAD2					
				Q566V9					
				Q08639					
				Q566V9					
				Q08639					
				P38718					
				Q8N6U8					
				Q6PD83					
				P35621					
				P07756					
				Q6DH87					
				Q5R9C5					
				Q9VSD7					
				A4QP31					
				Q3ZBA6					
				Q5ZL72					
				Q8NBP5					
				Q58DV5					
				Q9CQ79					
				A3KNA5					
				Q5XJX0					
				A6NK06					
				Q6PBI8					
				Q7ZUP1					
				Q8JFB7					
				P58557					
				Q5PQL2					
				Q9QZW9					
				Q91060					
				P10394					
				Q08297					
				P17708					
				Q568A0					
				P49739					
				Q9D3G5					
				Q9D1D4					
				Q00688					
				Q99PS1					
				Q9ULI0					
				B0BLS0					
				Q28F72					
				Q9NVS2					
				Q5R660					
				Q5QT17					
				Q91XW8					
				Q3ZBE1					
				P60901					
				Q9QXK7					
				P79733					
				Q9DHU2					
				Q2KIW6					
				Q9P2I0					
				Q9ERI6					
				Q6GLE1					
				P57783					
				Q8BJL1					
				F1QDI9					
				Q6DHR8					
				Q9Z1N4					
				Q3U186					
				A0A0H3HIJ5					
				Q60587					
				P59235					
				Q9N1F2					
				Q9Y6M5					
				P51186					
				Q9QUR6					
				P04114					
				P84089					
				P28767					
				Q09139					
				Q5ZKG5					
				P51916					
				Q15024					
				Q1L911					
				E2RE76					
				Q6P825					
				Q6T5B7					
				Q863Y8					
				P04323					
				Q1LXS2					
				Q6AYL5					
				Q6DHU1					
				Q99551					
				O35685					
				Q12874					
				Q3TDQ1					
				P61025					
				Q9Y6R7					
				Q6DH02					
				A1L2P2					
				Q6P3H7					
				P83877					
